id,entity_id,registration_number,name,type,founding_date,background,url,alt_id
4118,o-417b680a31,,National Security Advisor (Myanmar),Government agency,,,https://sapphire.envisageworldwide.com/organizations/national-security-advisor-myanmar,38823931a44a3017e240205c0090b90e
4119,o-f3c03236c2,,Ministry at Office of Chairman of the State Administration Council (SAC),Government agency,2024-01-09,"""<p>Divided into 4 distinct ministries. </p>""",https://sapphire.envisageworldwide.com/organizations/ministry-at-office-of-chairman-of-the-state-administration-council-sac,2a20d9d50f6542f3624eb8b343dd2d6c
4120,o-1241585bb1,,SAC Working Committee on Supervision of United Nations (UN) Agencies and International Non-Governmental Organizations,Committee/Commission,,,https://sapphire.envisageworldwide.com/organizations/sac-working-committee-on-supervision-of-united-nations-un-agencies-and-international-non-governmenta,e70e18c3c1ed2f1ed7c7ac98db709a7a
4121,o-8cf4702dad,,"Myanmar Pulses, Beans, Maize and Sesame Seeds Merchants Association",Other,,"""<p>Myanmar Pulses, Beans, Maize and Sesame Seeds Merchants Association (MPBMSMA) was established in 1992 with the purpose of ensuring fair benefits for local producers, local traders, exporters and foreign buyers.</p><p>Pulses, beans and sesame seeds export of Myanmar is the second highest among the global counterparts and the highest among the South East Asian countries.</p><p>The central executive committee members and executive committee members of the association, elected by its members for the term 2019-2021, are the businessmen who have been involving in all areas of business relating pulses, beans and sesame seeds business including exporting of pulses, beans and sesame seeds from the growing regions of Myanmar to the foreign countries.</p>""",https://sapphire.envisageworldwide.com/organizations/myanmar-pulses-beans-maize-and-sesame-seeds-merchants-association,1cced48b817ab5fb43d70b756eb91e89
4122,o-78da143f48,,Silchester Partners,Company,,,https://sapphire.envisageworldwide.com/organizations/silchester-partners,dcd06dd438be5191d4d88a1df626f0a1
4123,o-71f8dc0daa,,Tietoevry,Company,,"""<p><strong><a href=\""https://www.assetfundmanagement.com/companies/1034090-tietoevry-oyj/\"" target=\""_blank\"" rel=\""noopener\"">Tietoevry on SAM</a></strong></p><p><strong>Tietoevry </strong>creates purposeful technology that reinvents the world for good. We are a leading technology company with a strong Nordic heritage and global capabilities.<br></p>""",https://sapphire.envisageworldwide.com/organizations/tietoevry,55f11eaf076fed9a358629580d1f9dbb
4124,o-ffad026ccf,,Private Hospitals in Yangon and their affiliated group of companies,Other,,"""<ul><li><a href=\""https://academyhospitalmyanmar.com/\"" target=\""_blank\"" rel=\""noopener\"">Academy Hospital</a> - Medi Union Co., Ltd.</li><li><a href=\""https://aryuhospital.com/\"" target=\""_blank\"" rel=\""noopener\"">Ar Yu International Hospital</a> - Ga Mone Pwint Group of Companies and Thonburi Healthcare Group (Thailand)</li><li><a href=\""https://www.asiaroyalhospital.com/\"" target=\""_blank\"" rel=\""noopener\"">Asia Royal Hospital</a> - Taw Win and Shwe Taung Group of Companies</li><li><a href=\""https://www.aungyadana.com/index.php\"" target=\""_blank\"" rel=\""noopener\"">Aung Yadana Hospital</a></li><li><a href=\""https://www.bahosihospital.com/\"" target=\""_blank\"" rel=\""noopener\"">Bahosi Hospital</a> - Bahosi Medical Centre Co., Ltd. , Golden Zaneka Public Co., Ltd.</li><li><a href=\""https://chanmyaemyittar.org/\"" target=\""_blank\"" rel=\""noopener\"">Chan Myae Mitta</a> - Zaw Htet Paing Engineering &amp; Construction Group </li><li><a href=\""https://www.yangondirectory.com/listing/east-west-parami-services-limited-l54166.html\"" target=\""_blank\"" rel=\""noopener\"">East West Parami</a></li><li><a href=\""https://www.facebook.com/p/Family-General-Hospital-100043891406465/\"" target=\""_blank\"" rel=\""noopener\"">Family General Hospital</a></li><li>Gadayhtay Hospital</li><li><a href=\""https://www.grandhantha.com/\"" target=\""_blank\"" rel=\""noopener\"">Grand Hantha International Hospital</a> - Yuzana Group of Companies</li><li><a href=\""https://www.facebook.com/p/GREEN-CROSS-Hospital-100072216080256/\"" target=\""_blank\"" rel=\""noopener\"">Green Cross Hospital</a> - Green Cross Group Co., Ltd.</li><li>Guru Nanak Hospital</li><li><a href=\""https://uhlatunhospicemyanmar.org/\"" target=\""_blank\"" rel=\""noopener\"">Hla Tun Hospice Cancer Foundation</a> - U Hla Tun Hospice (Cancer) Foundation Inc. and U Hla Tun &amp; Associates Ltd.</li><li><a href=\""https://www.linkedin.com/company/jivitadana-sangha-hospital/about/\"" target=\""_blank\"" rel=\""noopener\"">Jivitadana Sangha Hospital</a> (for Buddhist clergy) - Ministry of Religious Affairs and Culture</li><li><a href=\""https://www.facebook.com/ktyhospital/\"" target=\""_blank\"" rel=\""noopener\"">Kan Thar Yar International Specialist Hospital</a> - Myanmar Economic Corporation (MEC)</li><li><a href=\""https://www.yangondirectory.com/listing/kwekabaw-hospital-l146887.html\"" target=\""_blank\"" rel=\""noopener\"">Kwe Kabaw Hospital </a>- Kweh Ka Baw Co., Ltd.</li><li><a href=\""https://www.myanmaryp.com/company/51802/Lumbini_Hospital\"" target=\""_blank\"" rel=\""noopener\"">Lumbini Hospital</a> - Lumbini Health Care Services Co., Ltd subsidiary of Myanma Golden Star (MGS) Group of Companies</li><li><a href=\""https://www.facebook.com/maharmyainghospital/\"" target=\""_blank\"" rel=\""noopener\"">Mahar Myaing Hospital</a></li><li><a href=\""https://www.facebook.com/cwhmandalay/\"" target=\""_blank\"" rel=\""noopener\"">MMCW </a>(Myanmar Central Women's Hospital) - Ministry of Health</li><li><a href=\""https://www.facebook.com/p/Muslim-Free-Hospital-and-Medical-Relief-Society-100068021325598/\"" target=\""_blank\"" rel=\""noopener\"">Muslim Free Dispensary &amp; Medical Relief Society</a> - Ministry of Religious Affairs and Culture</li><li><a href=\""https://www.facebook.com/myaparamihospital/\"" target=\""_blank\"" rel=\""noopener\"">Mya Parami Hospital</a></li><li><a href=\""https://www.myanmaryellowpages.biz/company_detail/29291/223\"" target=\""_blank\"" rel=\""noopener\"">Myint Myat Taw Win</a></li><li><a href=\""https://www.facebook.com/people/Moe-Myitta-Hospital/100064162146975/?hc_ref=ARTT7eDpBV1SG4b0v08-6fYf-bSQI_WbDmWYUFadamEtovS5nusUI3KwhXG7-i_sxd8&amp;fref=nf&amp;__xts__[0]=68.ARD3CpHIkvoyFsaApCbp3M6Rfhxdi7M1MPL5JDCNaHs_rnn6IiorlV6aCqcSYmdRLyPa3rrJOKgvi7Oq6YlLQebhMf0HtZ3TF-NQpFpBzp0CqIBBKizGmFlzJFnOnFK44XQiVpjNaoDPch5GNtTAw0UsXLL1M3kWnqw_cVTdy9bkr9Ax4ruVHnhrEHBrtqTfCbQCRp0Sq5atE3QUJ4bMUcN0fCICDlz3XPjSG0Fp4bVFfby30vyJiYbI6IzMBGyhDbzD4GGKokW1H0RbBQE2PF3sDlC7pfHrsZtUuJETjEWjN-rv_02RKdE\"" target=\""_blank\"" rel=\""noopener\"">Moe Myittar Hospital</a></li><li><a href=\""https://www.oschospitalmm.com/\"" target=\""_blank\"" rel=\""noopener\"">OSC Hospital</a> - subsidiary of AMPS Services (Aung Myin Pyae Sone Services Co.ltd)</li><li><a href=\""https://www.pinlongrouphospitals.com/pinlon-hospital\"" target=\""_blank\"" rel=\""noopener\"">Pinlon Hospital</a> - Universal Group of Companies also partnership with Golden Zaneka Public Co., Ltd.</li><li><a href=\""https://www.facebook.com/ParamiGeneralHospital/\"" target=\""_blank\"" rel=\""noopener\"">Parami General Hospital</a> - Royal Parami Life Sciences Co., Ltd. and Golden Zaneka Public Co., Ltd.</li><li><a href=\""https://www.punhlainghospitals.com/\"" target=\""_blank\"" rel=\""noopener\"">Pun Hlaing International Hospital</a> - Pun Hlaing International Hospital Ltd. (FMI 60% Lippo (Indonesia) 40%)</li><li><a href=\""https://www.facebook.com/rosehillhospital/\"" target=\""_blank\"" rel=\""noopener\"">Rose Hill Hospital</a> - </li><li><a href=\""http://sakurahospital.com.mm/\"" target=\""_blank\"" rel=\""noopener\"">Sakura Hospital</a> - Medi Union Co., Ltd.</li><li><a href=\""https://www.facebook.com/p/%E1%80%9E%E1%80%BB%E1%80%BE%E1%80%84%E1%80%BA%E1%80%95%E1%80%AB%E1%80%80%E1%80%B0-%E1%80%86%E1%80%B1%E1%80%B8%E1%80%9B%E1%80%AF%E1%80%B6-SHIN-PAR-KU-Hospital-100064257032343/\"" target=\""_blank\"" rel=\""noopener\"">Shin Pa Ku</a> - Shin Par Ku Enterprises Co., Ltd.</li><li><a href=\""https://www.facebook.com/SBHMedicalYangon/\"" target=\""_blank\"" rel=\""noopener\"">Shwe Baho</a></li><li><a href=\""https://www.pinlongrouphospitals.com/ssc-hospital\"" target=\""_blank\"" rel=\""noopener\"">Shwegondaing Specialist Centre (SSC)</a> - Universal Group of Companies also partnership with Golden Zaneka Public Co., Ltd.</li><li><a href=\""http://www.shwepadaukhospital.com/\"" target=\""_blank\"" rel=\""noopener\"">Shwepadauk Hospital</a> - Golden Zaneka Public Co., Ltd.</li><li><a href=\""https://shwelaminhospitals.com/en/\"" target=\""_blank\"" rel=\""noopener\"">Shwe La Min</a></li><li><a href=\""https://th-th.facebook.com/people/Tet-lann-Hospital/100068271347329/\"" target=\""_blank\"" rel=\""noopener\"">Tet Lann Hospital</a> - Tet Lann Group of Companies</li><li><a href=\""https://thukhagabarhospital.com/\"" target=\""_blank\"" rel=\""noopener\"">Thukha Gabar Hospital</a> - </li><li><a href=\""https://www.myanmaryp.com/company/51815/Thukha_Waddy_Hospital\"" target=\""_blank\"" rel=\""noopener\"">Thukha Waddy Hospital</a> - Thukha Waddy Myanmar Group Co., Ltd.</li><li><a href=\""https://www.pinlongrouphospitals.com/about-us\"" target=\""_blank\"" rel=\""noopener\"">University Avenue Health Centre (UHC)</a> - Universal Group of Companies</li><li><a href=\""https://www.victoriahospitalmyanmar.com/\"" target=\""_blank\"" rel=\""noopener\"">Witoriya Hospital (Victoria Hospital)</a> - Thukha Sayranar Co., Ltd.</li><li>Yangon Medical Center</li><li><a href=\""https://myanmaryellowpages.biz/company_detail/12580/216\"" target=\""_blank\"" rel=\""noopener\"">Byar Dake Pan Hospital</a></li></ul>""",https://sapphire.envisageworldwide.com/organizations/private-hospitals-in-yangon-and-thier-owners,52fe4a03cda7f309aee89ca4489f6680
4125,o-0f72933ccd,,Gulf Petroleum Development Public Company Limited,Company,,"""<p>GULF is a holding company that invests in a portfolio of three core businesses:<br>1) Energy Business, comprised of Gas-fired Power Generation Business and other related businesses,<br>Renewable Energy Business and Gas Business<br>2) Infrastructure &amp; Utilities Business and 3) Digital Business.<br></p>""",https://sapphire.envisageworldwide.com/organizations/gulf-petroleum-development-public-company-limited,d6a515b313ccdf726f5ebe41c6deb02a
4126,o-587bb16b7a,,The Vanguard Group,Company,,,https://sapphire.envisageworldwide.com/organizations/vanguard,12607aabcbbaa915a2cf4a26c3544956
4127,o-4324065a0f,,Edmond de Rothschild,Other,,"""<p><em>Our conviction-based investment house stands as a major international player in private banking and asset management.</em></p><table><thead><tr><th>Name</th><th>Position</th><th>Company</th><th>Location</th></tr></thead><tbody><tr><td>Mike Kirby</td><td>Chairman, Managing Principal</td><td>KB Associates</td><td>Dublin</td></tr><tr><td>Dick van Duijn</td><td>Chief Operating Officer</td><td>Edmond de Rothschild Capital Holdings Limited</td><td>London</td></tr><tr><td>Antonio Foglia</td><td>Director</td><td>Banca del Ceresio</td><td>Lugano</td></tr><tr><td>Caroline Gardiner</td><td>Deputy Chief Administration Officer - Global AM</td><td>Edmond de Rothschild (Suisse) SA</td><td>Geneva</td></tr><tr><td>Miki Kliger</td><td>Chairman of the Board of Directors (to 19 May 2023)</td><td>Edmond de Rothschild (Israel) Limited</td><td>Tel Aviv</td></tr><tr><td>Michel Lusa</td><td>Member of the Executive Committee</td><td>Edmond de Rothschild (Suisse) SA</td><td>Geneva</td></tr><tr><td>Nicola Meaden Grenham</td><td>Chief Executive Officer</td><td>Dumas Capital Limited</td><td>Dublin</td></tr><tr><td>Pietro Soldini</td><td>Chief Executive Officer</td><td>Londinium Limited</td><td>Dublin</td></tr><tr><td>Rick Sopher</td><td>Chairman, Chief Executive Officer</td><td>Edmond de Rothschild Capital Holdings Limited</td><td>London</td></tr><tr><td>Abbas Zuaiter</td><td>Managing Member</td><td>Zuaiter Capital Holdings, LLC</td><td>Greenwich, CT</td></tr><tr><td>Baroness Ariane de Rothschild</td><td>Vice President</td><td>Edmond de Rothschild Holding SA</td><td>Geneva</td></tr><tr><td>Brad Amiee</td><td>Head of Research</td><td>LCH Investments NV</td><td>London</td></tr><tr><td>Olivier Kintgen</td><td>Head of External Alternative (from 29 June 2023)</td><td>Edmond de Rothschild (Suisse) SA</td><td>Geneva</td></tr><tr><td>Maurizio Solaro del Borgo</td><td>Member of the Board</td><td>Banca del Ceresio</td><td>Lugano</td></tr></tbody></table>""",https://sapphire.envisageworldwide.com/organizations/edmond-de-rothschild,7037fb91b4b94524726316a03ae7a11c
4128,o-453318ad4f,,Dalton Investments,Company,,"""<p>Long Short Equity Funds in Emerging Markets </p>""",https://sapphire.envisageworldwide.com/organizations/dalton-investments,1b11ebbba6e938aaadea4bd08a66045e
4129,o-67001239ea,,Clarity Capital,Company,,,https://sapphire.envisageworldwide.com/organizations/clarity-capital,7b43e29475578613a800d2ab3328ed21
4130,o-170350479f,,2023 Zimbabwe Top 26 Millionaires,Other,,"""<p>Here is a list of Zimbabwe 2023 top 26 millionaires which consist of </p><ul><li>Business tycoons</li><li>Politicians</li><li> Entrepreneurs</li><li>Sportsperson</li><li> celebrities etc.</li></ul>""",https://sapphire.envisageworldwide.com/organizations/2023-zimbabwe-top-26-millionaires,717a0115fad2d867485d2afb8484df55
4131,o-ebb4990229,,ABRDN,Company,,,https://sapphire.envisageworldwide.com/organizations/abrdn,c61419916e4371e06ad3b93d81cc459e
4132,o-25cedcfb8d,,People Centered Internet,Professional association,,,https://sapphire.envisageworldwide.com/organizations/people-centered-internet,5318b3afaec17bf2a6efc8ca90e7830e
4133,o-9572a1374d,,Ta’ang Political Consultative Committee (TPCC),Other,,,https://sapphire.envisageworldwide.com/organizations/taang-political-consultative-committee-tpcc,008d77d504960c50a86d4ea84666a503
4134,o-9f391c1947,,Balyasny Asset Management,Company,,,https://sapphire.envisageworldwide.com/organizations/balyasny-asset-management,e22cd07b771d2411a311cecd0af25e60
4135,o-378c7ea18c,,Factset,Company,,,https://sapphire.envisageworldwide.com/organizations/factset,2b67d32d816873c86f48e92f19d7714f
4136,o-e9eb970b66,,Chinland Council,Other,,"""<p>The Chinland Council is a power-sharing institution, with representatives from three political poles: its leadership currently consists of two MPs, two CNF members, and two representatives from the CDFs, with CNF Chair Pu Zing Cung serving concurrently as Council Chair.</p>""",https://sapphire.envisageworldwide.com/organizations/chinland-council,ab3baaba81665021ca87018b7ed04a9b
4137,o-62f42c2a6a,,Chin State Government (Chinland),Other,2024-02-08,,https://sapphire.envisageworldwide.com/organizations/chin-state-government-chinland,e1424f002e4c59970c9d7fa53d97e860
4138,o-77afcf2b3a,,Interim Chin National Consultative Council (ICNCC),Other,,,https://sapphire.envisageworldwide.com/organizations/interim-chin-national-consultative-council-icncc,d5a98cb0536a6e95ba0319dd81e7ba57
4139,o-94d9fbb885,,Interim Khumi Affairs Coordination Council (IKACC),Other,,"""<p>Facebook page: https://www.facebook.com/p/Interim-Khumi-Affairs-Coordination-Council-IKACC-100077112743025/ </p>""",https://sapphire.envisageworldwide.com/organizations/interim-khumi-affairs-coordination-council-ikacc,ffba629059ec2289d5d1d9bc9bb733ae
4140,o-f913b114d9,,"Australian companies, executives and investors in Myanmar's mining sector under the illegal military junta",Other,,"""<p>Australian executives, investors and companies are omnipresent in Myanmar’s mining sector, and have continued to operate after the brutal military launched an attempted coup on February 1, 2021, providing the junta with support and legitimacy, and helping to ensure the mining sector stays open for business. </p><p>Australian owned, led and incorporated companies are conducting mineral exploration, operating mines and providing a wide range of services critical to the continued operation of the mining sector under the military junta. Services include testing, drilling, social and environmental consulting and other technical and regulatory services. </p><p>This report documents 10 company networks that have remained active in Myanmar following the coup attempt. It also highlights six company networks that are not currently active in the mining sector but remain registered in Myanmar and require monitoring should they resume operations under the junta. Companies have been included in this report based on their confirmed links to Australia through ownership, place of incorporation and the nationality of company executives. Australian links are detailed for each company network.</p><p><strong>Australian mining and service companies enabling the Myanmar junta</strong></p><ul><li>Valentis Group</li><li>Cornerstone Resources</li><li>Asia Pacific Mining Ltd.</li><li>Access Asia Mining</li><li>Georesources Group and PSI Drilling</li><li>PanAust</li><li>Mission Legal</li><li>Knight Piesold</li><li>Australian Laboratory Services (ALS)</li><li>Golden Land &amp; Australia Mining (GAMS) and Mining Watch Myanmar</li></ul><p><strong>Australian mining and service companies to watch</strong></p><ul><li>Mawsaki Mining</li><li>Tin Htay International</li><li>Indodrill</li><li>Minergy Myanmar</li><li>First Light Mandalay Mining and Metals</li><li>SCM Legal Ltd.</li><li>Unity Energy &amp; Resources</li></ul>""",https://sapphire.envisageworldwide.com/organizations/australian-companies-executives-and-investors-in-myanmar-s-mining-sector-under-the-illegal-military,3509305c55cecd6ae20cef67034dff13
4141,o-4af375150d,,Asia Securities Industry & Financial Markets Association,Other,,,https://sapphire.envisageworldwide.com/organizations/asia-securities-industry-financial-markets-association,abe9965a0d914f3212f747153ed4ad79
4142,o-1d2af4421c,,New Mon State Party Anti-Military Dictatorship (NMSP-AD),Other armed group,,"""<p>Facebook Page: <a href=\""https://www.facebook.com/NMSPADINFO\"" target=\""_blank\"" rel=\""noopener\"">https://www.facebook.com/NMSPADINFO</a> </p><p>Telegram: <a href=\""https://t.me/MsjcZgpxh4hhNTk1?fbclid=IwAR1MXsgWVTl_UX0KLhWBoxbkwYDYZVzRKje05PamABrYDz1C-Dw3MOffO84\"" target=\""_blank\"" rel=\""noopener\"">https://t.me/MsjcZgpxh4hhNTk1?fbclid=IwAR1MXsgWVTl_UX0KLhWBoxbkwYDYZVzRKje05PamABrYDz1C-Dw3MOffO84</a> </p>""",https://sapphire.envisageworldwide.com/organizations/new-mon-state-party-anti-military-dictatorship-nmsp-ad,12b2c475b7614dd5f967895b22d6f775
4143,o-73448a19d5,,MSCI,Company,,"""<p>Morgan Stanley Indexes </p>""",https://sapphire.envisageworldwide.com/organizations/msci,4e9e643fe275ef7484260b632e174bc4
4144,o-f3903b1c97,,Mon State Federal Council (MSFC),Other,,"""<p>The first conference of MSFC was held on January 22, 2023, in which 86 representatives from resistant groups, women and youth groups, diaspora Mon, Pa-Oo in Mon state, and so on. The conference discussed and confirmed three main agendas; approving an interim constitution that coordinates the stakeholders who resist the junta and political roadmap in the revolution period, the formation of representatives to work on power sharing among executive, legislative, and judiciary branches in the revolution and interim period and the formation of Mon State Federal Council by 25 members to extend self-determination.</p><p>The MSFC is divided into several departments, including:</p><ul><li>Administrative Committee, </li><li>Department of Defense, </li><li>Department of Health, </li><li>Department of Humanitarian/Relief, </li><li>Department of Women, Youth, Children, and Gender Equality, </li><li>Department of Information and Public Relations, </li><li>Legislative Committee<br></li></ul>""",https://sapphire.envisageworldwide.com/organizations/mon-state-federal-council-msfc,e64e8f8289abb773a008d8743614771f
4145,o-75d10c269f,,Mon State Revolutionary Force (MSRF),Other armed group,,"""<p>The Mon State Revolutionary Force is shaped as a state army for Mon State.</p>""",https://sapphire.envisageworldwide.com/organizations/mon-state-revolutionary-force-msrf,9ac241ec329c9175ec9e5301f65d8ebc
4146,o-e48771ae24,,Mon State Interim Coordinating Committee (MSICC),Other,,,https://sapphire.envisageworldwide.com/organizations/mon-state-interim-coordinating-committee-msicc,990fa0b84369eea4cbe05c9cdacaaf3d
4147,o-7a54d9358e,,Companies Doing Business with the Myanmar Military with Current ESG Investment,Other,,"""<p>Research by Inclusive Development International shows that 23 companies doing business with or otherwise enabling the military regime in Myanmar are benefitting from ESG investment directed by three key industry gatekeepers: <a href=\""https://www.msci.com/\"" target=\""_blank\"" rel=\""noopener\"">MSCI</a>, <a href=\""https://www.lseg.com/en/ftse-russell\"" target=\""_blank\"" rel=\""noopener\"">FTSE Russell</a> and <a href=\""https://www.spglobal.com/spdji/en/\"" target=\""_blank\"" rel=\""noopener\"">S&amp;P Dow Jones</a> Indices.</p><p>The business links between the 23 companies and the junta have been publicly documented by credible, independent sources including a 2019 UN fact-finding mission to Myanmar and two civil society organizations, the Burma Campaign UK and Justice for Myanmar. The UN and these organizations have consistently called for the companies to sever ties with the military regime, which is responsible for genocide and crimes against humanity.</p><p>Despite this, MSCI, FTSE Russell and S&amp;P Dow Jones Indices continue to include these 23 firms on their ESG indices, which they construct using in-house ESG ratings. By including them on their indices, the three firms have greenlit $13.7 billion in equity investments by 136 ESG-labeled funds managed by five of the largest asset managers in the world, according to Inclusive Development International’s research. A review of regulatory filings and promotional materials shows that the asset managers rely heavily on these ESG indices to make investment decisions and construct fund portfolios</p><p>This research builds on Inclusive Development International’s “<a href=\""https://lookerstudio.google.com/reporting/27e1c4fb-c049-433a-bc65-29cfec11263a/page/qlD\"" target=\""_blank\"" rel=\""noopener\"">Myanmar ESG Files</a>” report from 2022.<br></p><p><strong> Company List:</strong></p><p> 1. <a href=\""https://abc.xyz/\"" target=\""_blank\"" rel=\""noopener\"">Alphabet, Inc.</a></p><p> 2. <a href=\""https://www.apple.com/\"" target=\""_blank\"" rel=\""noopener\"">Apple Inc.</a></p><p> 3. <a href=\""https://www.facc.com/en/Company/AVIC\"" target=\""_blank\"" rel=\""noopener\"">AviChina Industry &amp; Technology Co., Ltd.</a></p><p> 4. <a href=\""https://www.axiata.com/home\"" target=\""_blank\"" rel=\""noopener\"">Axiata Group</a></p><p> 5. <a href=\""https://bel-india.in/\"" target=\""_blank\"" rel=\""noopener\"">Bharat Electronics Ltd.</a></p><p> 6. <a href=\""https://www.cloudflare.com/\"" target=\""_blank\"" rel=\""noopener\"">Cloudfare Inc.</a></p><p> 7.<a href=\""https://en.coscoshipping.com/\"" target=\""_blank\"" rel=\""noopener\""> COSCOShipping Holdings Co.</a></p><p> 8. <a href=\""https://www.daiwahouse.com/English/\"" target=\""_blank\"" rel=\""noopener\"">Daiwa House Ind. Co. Ltd.</a></p><p> 9. <a href=\""https://elbitsystems.com/\"" target=\""_blank\"" rel=\""noopener\"">Elbit Systems</a></p><p> 10. <a href=\""https://investor.fb.com/home/default.aspx\"" target=\""_blank\"" rel=\""noopener\"">Meta Platforms Inc. (formerly Facebook, Inc.)</a></p><p>11. <a href=\""https://www.gilat.com/\"" target=\""_blank\"" rel=\""noopener\"">Gilat Satellite Networks Ltd.</a></p><p> 12. <a href=\""https://www.hilton.com/en/\"" target=\""_blank\"" rel=\""noopener\"">Hilton Worldwide Holdings Inc. (NYC)</a></p><p> 13. <a href=\""https://www.kddi.com/english/\"" target=\""_blank\"" rel=\""noopener\"">KDDI Corp.</a></p><p> 14. <a href=\""https://www.lotte.co.kr/global/en/ir/inc.do?tab=table_01#tab_list\"" target=\""_blank\"" rel=\""noopener\"">Lotte Corp.</a></p><p> 15. <a href=\""https://www.marubeni.com/en/\"" target=\""_blank\"" rel=\""noopener\"">Marubeni Corp.</a></p><p> 16. <a href=\""https://www.posco.com/pilatus/group/gcop/usr.main.jsp\"" target=\""_blank\"" rel=\""noopener\"">POSCO</a></p><p> 17. <a href=\""https://www.pttep.com/en/Home.aspx\"" target=\""_blank\"" rel=\""noopener\"">PTT Exploration and Production PCL</a></p><p> 18. <a href=\""https://www.scg.com/landing/\"" target=\""_blank\"" rel=\""noopener\"">Siam Cement PCL</a></p><p> 19. <a href=\""https://www.sinotruk-hrt.com/a7_tractor_truck.html?gad_source=1&amp;gclid=CjwKCAiA_tuuBhAUEiwAvxkgTjk8FBbL_wqdmvmNhGCfncECiaU-EgdyQUWD3dpmmCLn9my7OCX2DhoCAvsQAvD_BwE\"" target=\""_blank\"" rel=\""noopener\"">Sinotruck Hong Kong Ltd.</a></p><p> 20. <a href=\""https://www.sumitomocorp.com/en/jp\"" target=\""_blank\"" rel=\""noopener\"">Sumitomo Corporation</a></p><p> 21. <a href=\""https://tatemono.com/english/\"" target=\""_blank\"" rel=\""noopener\"">Tokyo Tatamono Co. Ltd.</a></p><p> 22. <a href=\""https://www.global.toshiba/ww/top.html\"" target=\""_blank\"" rel=\""noopener\"">Toshiba Corp.</a></p><p> 23. <a href=\""https://www.wartsila.com/\"" target=\""_blank\"" rel=\""noopener\"">Wärtsilä Corporation</a></p><p><strong> Company profiles include the following:</strong></p><p> ● Adescription of the company’s links with the military with sources</p><p> ● Which of the three key index providers– MSCI, FTSE Russell and S&amp;P Dow Jones Indices– have put the company on their ESG indexes</p><p> ● Which of the five key asset managers– BlackRock, Deutsche Bank, Northern Trust, State Street and Vanguard– have invested in the company by including them in ESG-labeled funds</p><p> ● ESGratings by MSCI and S&amp;P Dow Jones (FTSE Russell’s ratings are not publicly available)</p><p> ● The total amount of ESG-labeled investment in the company by the five asset managers mentioned</p>""",https://sapphire.envisageworldwide.com/organizations/myanmar-esg-files-how-responsible-investment-is-enabling-a-military-dictatorship,9732496e96572acd736261687800f8f3
4148,o-5a10fbc440,150133068,Myanmar ICT Development Corporation Public Company Limited,Other,,"""<p>Myanmar ICT Development Corporation Public Company Limited (MICTDC) is a key player in ICT development in Myanmar. MICTDC takes a very significant role for government and private collaboration. MICTDC is a consortium of 50 private companies established in 2001 in order to promote ICT development in Myanmar. Myanmar ICT Development Corporation Public Company Limited(MICTDC) established the first ICT Park in Yangon in 2002. Yangon ICT park provides broad band connectivity, reliable power, nature ICT Human resources, promotion of ICT business local and global level and incubation for the new start-up ICT entrepreneurs.</p><p>The 50 local firms in ICT parks perform software development, web development, security, network solutions, Geographical Information System, engineering solutions and information and data processing services.</p>""",https://sapphire.envisageworldwide.com/organizations/myanmar-ict-development-corporation-public-company-limited,3d2aeb090fb867df6d9882ff8f5a1ee2
4149,o-df50228460,,SSPP Officer Training School(OTS),Community-based organization,,,https://sapphire.envisageworldwide.com/organizations/sspp-officer-training-school-ots,cde192efb43012900ed7d94ad62de4e5
